Catalog,PME Code,SMILES,Viability Mask 1,Viability Mask 2,LPS Abs,LPS Abs Std,LPS Lum,LPS Lum Std,MPLA Abs,MPLA Abs Std,MPLA Lum,MPLA Lum Std,CpG Abs,CpG Abs Std,cGAMP Abs,cGAMP Abs Std,cGAMP Lum,cGAMP Lum Std,LMCpG Abs,LMCpG Abs Std,LMcGAMP Lum,LMcGAMP Lum Std
S1112,Primary,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,68.75928,0.5523382,1.333951592,0.223976016,0.851625264,0.137260363,0.99994725,0.04393544,1.131160617,0.064268999,1.024667978,0.041992854,1.065974712,0.030439511,0.895924449,0.203613281,1.1195222733333334,0.1339887786573825,0.95957011,0.1465483761799481
S1118,Primary,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,92.1151,88.93062,1.302845359,0.214178815,0.954056501,0.15353027,1.019342422,0.041347291,1.144757986,0.05306042,0.935590863,0.0375604739999999,1.028575897,0.035489261,0.726725161,0.096900865,1.0859262146666666,0.1277927390672719,0.9418465493333332,0.1092042880943746
S1205,Primary,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12.Cl,4.333273,6.101808,0.338994026,0.054779358,0.0233116879999999,0.003885734,0.266965091,0.013007948,0.926939487,0.0376941379999999,0.207926303,0.00971067,1.027136326,0.036289688,0.022294043,0.003294055,0.27129514,0.0329862692945199,0.3241817393333333,0.0219605537773589
S1288,Primary,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,35.02001,53.62317,4.11574316,0.6970845459999999,2.769396544,0.435729325,1.833240747,0.0770457609999999,1.648533583,0.108520567,1.4670883419999998,0.08692003,1.238333464,0.038021807,1.906659365,0.357121199,2.4720240830000004,0.4080106228908328,2.1081964973333336,0.3312462874771352
S1327,Primary,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,89.63293,89.38374,1.364719868,0.235224113,0.907592118,0.151849449,1.052819967,0.0567664759999999,1.358534098,0.117466524,1.045131922,0.0592085309999999,1.01712966,0.029057436,1.022987962,0.144665137,1.154223919,0.1438268244304857,1.0963713926666667,0.1387859758590842
S1353,Primary,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,89.45258,90.14886,1.275277734,0.2220555839999999,0.930469334,0.145768777,1.094495177,0.059132095,1.277443409,0.06982629,0.8879486320000001,0.115828119,1.045826912,0.033019651,1.095460057,0.175907761,1.085907181,0.1485725862956647,1.1011242666666667,0.1379224268725877
S1360,Primary,O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,30.63312,0.3305288,0.992819965,0.171850815,1.097838879,0.1857754589999999,1.115257978,0.046231966,1.267660141,0.050630327,0.862547398,0.065446794,1.058776975,0.030405974,0.640110373,0.158969894,0.990208447,0.1094735586664162,1.0018697976666664,0.144161227308361
S1464,Primary,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,93.69324,90.39697,1.221723914,0.199566528,0.928433597,0.1650813669999999,1.011707902,0.040391855,1.252202511,0.05419042,1.042692661,0.058549952,1.035732627,0.044255897,0.8962646129999999,0.146705598,1.0920414923333333,0.122319796609159,1.0256335736666666,0.1312897455184558
S1507,Primary,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,95.74792,86.56284,1.223679185,0.205252171,1.017001867,0.161184028,1.051228046,0.0420727059999999,1.190764785,0.057265431,1.003771067,0.038845707,1.005601645,0.031993885,1.073828697,0.144928336,1.092892766,0.1230278494795731,1.0938651163333333,0.1294396166115684
S1519,Primary,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(Cl)cnc3[nH]2)cc1,80.68147,86.8151,1.068858862,0.201331481,0.208528638,0.033669379,1.243642449,0.0494065209999999,0.948509574,0.038164422,1.302794933,0.0524872429999999,1.053007126,0.03384988,0.054373488,0.014474502,1.205098748,0.1234642731545146,0.4038039,0.0305486573463151
S1615,Primary,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,92.26494,86.75323,1.3386543990000002,0.225885212,0.977547705,0.165196985,1.073388815,0.045303579,1.213536501,0.048345622,1.060646534,0.059817694,1.022876143,0.029220002,1.020543456,0.162476391,1.1575632493333334,0.1374223414465685,1.070542554,0.1366576265124416
S1642,Primary,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,80.28497,0.9523873,1.25997138,0.20727092,0.972088337,0.193947598,1.083134651,0.062924407,1.275675297,0.0601492859999999,1.065869808,0.046127304,0.992704272,0.028257206,1.001983643,0.201138034,1.1363252796666667,0.127865089643025,1.083249092333333,0.1650152680791129
S1724,Primary,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,94.71242,84.94284,1.183715343,0.194406673,1.033351541,0.166692883,1.009823084,0.045529187,1.205776453,0.059404984,1.042207003,0.05546258,1.057331562,0.031269364,0.940795898,0.124800518,1.07858181,0.1196424662011309,1.0599746306666666,0.1250208498077557
S1929,Primary,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,95.06863,85.33612,1.409906387,0.238806263,1.016909003,0.1679064039999999,1.086203814,0.043188207,1.226638913,0.063348264,1.280591249,0.051587842,1.044346452,0.046595644,0.924880326,0.1181201559999999,1.2589004833333333,0.1432421701340274,1.0561427473333334,0.1240402277616542
S1986,Primary,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl,87.27218,87.31396,1.506360888,0.25611794,0.868852615,0.146228418,1.148712635,0.047409292,1.344496489,0.056264084,0.869808316,0.0506504329999999,1.143411517,0.073638871,0.842618585,0.121425264,1.174960613,0.1531986798473062,1.0186558963333332,0.1144442981201065
S2035,Primary,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,94.49321,90.43959,1.406985641,0.238249645,0.924172699,0.148651823,1.078573823,0.043862846,1.302263856,0.088597074,1.026964903,0.070251308,1.030027151,0.032009084,1.045235872,0.18396613,1.1708414556666666,0.1456274800962563,1.0905574756666665,0.1458199151805195
S2047,Primary,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,74.64167,0.191215,1.377700806,0.225575805,1.002470493,0.165830582,1.079626322,0.071797878,1.271202683,0.1175585909999999,0.936452031,0.045140352,1.022881985,0.029640941,0.99621892,0.268038303,1.1312597196666667,0.1391366599970269,1.089964032,0.1942200951836891
S2110,Primary,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,84.52223,85.34165,1.3773506880000002,0.239639431,0.955730677,0.158782274,1.098330736,0.053408194,1.29732585,0.103196479,0.888634741,0.034373153,1.078883648,0.031500466,0.862773061,0.229911014,1.1214387216666666,0.1431328121285808,1.0386098626666669,0.1719693753483613
S2150,Primary,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,66.93378,73.96334,0.31241557,0.052085854,0.02538381,0.006743445,0.339398026,0.0194766169999999,0.922240973,0.038173169,0.8200608490000001,0.03605504,1.021407366,0.031785075,0.30194959,0.040002339,0.490624815,0.0382633014173964,0.416524791,0.0321602861069441
S2157,Primary,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,95.18841,92.30182,1.215362906,0.2032826989999999,1.062209725,0.16977708,1.05531311,0.041880772,1.202937365,0.095117837,1.038023353,0.040478427,1.034316421,0.037321229,1.11781311,0.173476577,1.1028997896666668,0.1220878888730503,1.1276534,0.1505166464509511
S2232,Primary,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,93.63452,90.35068,1.410405755,0.241715312,0.972449839,0.1650884,1.05518508,0.045784753,1.398990631,0.10853716,1.112948179,0.05969578,1.031460762,0.032652408,0.998574615,0.205896571,1.192846338,0.1461575882536115,1.1233383616666666,0.1647502077540254
S2251,Primary,C/C=C1/C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,85.79975,85.48336,1.333506703,0.227847412,0.902354419,0.1619878559999999,1.095890284,0.056902938,1.3853840830000002,0.140428528,1.008767843,0.052120689,1.044416666,0.0297254829999999,1.067907333,0.2563849689999999,1.1460549433333334,0.1388871889099978,1.1185486116666667,0.1929537848785337
S2476,Primary,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,59.5964,0.7016225,1.588028431,0.274198323,1.908467412,0.335610777,1.393773556,0.05989103,1.598973274,0.18799828,1.1762125490000002,0.04595812,1.08896637,0.031486053,0.819886088,0.257092625,1.3860048453333331,0.1641988678446633,1.4424422579999998,0.2671295345900516
S2582,Primary,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,92.4707,85.57214,1.145299435,0.199463978,0.945246518,0.152180955,1.079182267,0.047812942,1.284656525,0.086495861,1.036861539,0.064781427,1.068818569,0.032485314,0.8452476259999999,0.109425686,1.0871144136666668,0.1241888202515778,1.025050223,0.1191841121842084
S2628,Primary,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,59.01312,74.37609,1.191093445,0.222142801,1.047129035,0.168099493,1.520833969,0.0824982,1.516942263,0.063332185,0.964685261,0.049761914,1.091833711,0.0311714279999999,0.42608422,0.058768213,1.2255375583333332,0.1397970256291945,0.996718506,0.1091208932987394
S2638,Primary,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,44.367,1.386104,5.389231205,0.889595866,7.2342553139999985,1.238441348,2.312575579,0.097968578,2.699674845,0.189721778,1.425333977,0.064213857,1.162213206,0.033319384,0.547819674,0.105695978,3.0423802536666664,0.5180418472512455,3.4939166109999995,0.7259253784535789
S2684,Primary,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,69.5393,0.2196924,1.116942763,0.188295573,1.760305882,0.283548653,0.974682868,0.0386772379999999,1.608032465,0.168035656,1.160496235,0.053062961,1.037248135,0.030041695,1.099363089,0.323607266,1.084040622,0.1151330091398559,1.489233812,0.2666817597271196
S2704,Primary,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,94.14609,89.72614,2.874949694,0.468009889,0.781243265,0.131372109,1.269773841,0.067738682,1.5688999890000002,0.1644083409999999,1.070299983,0.043748025,1.07889533,0.030704536,0.778633237,0.226756662,1.7383411726666669,0.2741870863311461,1.042925497,0.1786125391033735
S2735,Primary,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1,48.98267,68.49937,1.312351465,0.216732383,0.851590216,0.133592352,1.3539536,0.059867248,1.144657254,0.072284803,1.03949523,0.043707851,1.068806887,0.0349338089999999,0.49294275,0.063415721,1.2352667650000002,0.1322464737563796,0.8297300733333333,0.0950325609595478
S2744,Primary,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5ccc(N6CCN(C)CC6)cc5)nc34)CC2)no1,90.38557,92.0979,1.3555430169999998,0.2220179289999999,0.175774023,0.027967624,1.002842665,0.0399716679999999,0.939122319,0.09055125,0.6098977329999999,0.0285349539999999,0.986922801,0.032200433,0.028051119,0.003898225,0.989427805,0.1312807914864589,0.380982487,0.054762861584954
S2788,Primary,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,93.28302,86.17951,1.103907943,0.200763628,1.003885865,0.157030836,1.021412611,0.057764061,1.163639784,0.070831895,1.001431465,0.040963612,1.067361593,0.037216015,0.8476824159999999,0.131561205,1.042250673,0.1229101820829891,1.005069355,0.1251455039346892
S2805,Primary,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,90.83315,88.73094,2.187194109,0.3696362079999999,0.7181406020000001,0.114149444,1.151429772,0.046551779,1.190078497,0.098971263,1.005923033,0.042410545,1.040115595,0.02970775,0.7761375309999999,0.1944427339999999,1.4481823046666669,0.2164845250203665,0.8947855433333333,0.1421658459578331
S2827,Primary,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,61.17685,72.14625,1.546533942,0.261679828,0.3846724929999999,0.065806821,1.514532566,0.064590476,1.068543196,0.092053145,1.015194297,0.0431816909999999,1.124872923,0.032010216,0.33563745,0.078741021,1.3587536016666666,0.1575996197220831,0.5962843796666667,0.0795915983477307
S2870,Primary,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,50.04897,0.5746011,1.191505551,0.196234748,1.18420279,0.186314151,1.110313296,0.056046922,1.123844385,0.154603764,0.9762187,0.038146783,1.086081386,0.030875197,0.407706976,0.09313345,1.0926791823333333,0.1198673027998693,0.9052513836666668,0.1497655125128623
S2893,Primary,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,90.74635,82.64429,1.116215825,0.185668558,1.008757472,0.176646516,0.988932192,0.046184529,1.148378134,0.151203111,1.003072381,0.040849909,1.041531682,0.030467561,0.77788198,0.099417269,1.0360734660000002,0.1129521125876795,0.9783391953333336,0.1460024723151802
S2920,Primary,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,95.26333,83.18433,1.121740222,0.2056046869999999,0.924937487,0.195936069,1.008567572,0.041882455,1.179434657,0.121239513,0.973389268,0.038257234,1.00701201,0.039553802,1.166238546,0.149087682,1.034565687333333,0.1231408993883642,1.0902035633333331,0.1584477827464336
S3064,Primary,Cl.Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,93.58781,83.26096,1.135793447,0.196174309,1.008574605,0.15807268,1.039630055,0.0547619129999999,1.143020511,0.147335067,1.028402686,0.0415386999999999,1.050133824,0.033777647,0.8440696,0.1149671819999999,1.0679420626666667,0.1200120691496443,0.9985549053333336,0.1413176646982464
S3614,Primary,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,94.93997,83.55994,1.245787978,0.203555778,0.987754881,0.184339926,1.054734707,0.054330174,1.1999802590000002,0.166812107,0.949159265,0.039057612,1.035820246,0.0311162639999999,1.000021458,0.241757408,1.0832273166666666,0.1237096326338388,1.0625855326666669,0.20021166439741
S3721,Primary,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,73.29723,0.5520651,1.2391633990000002,0.209296808,1.096432686,0.170242563,1.110548973,0.067219667,1.138110876,0.105817966,1.080107689,0.049572349,1.0343457459999998,0.0306417789999999,0.971129894,0.290727943,1.1432733536666666,0.1301038754943622,1.0685578186666669,0.2038812636693208
S4218,Primary,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,70.40489,75.58601,1.192376852,0.206177831,1.096325517,0.175017074,1.154780865,0.071228027,1.246398449,0.1641300319999999,0.843356192,0.03566809,1.058771133,0.030944046,0.919095397,0.308837205,1.0635046363333334,0.1276126201575499,1.087273121,0.225794938523176
S4262,Primary,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,83.48182,83.30385,1.363859177,0.264031231,1.130997777,0.249042615,1.168764591,0.0488786879999999,1.256195307,0.146550626,1.318706512,0.053004719,1.019967794,0.032359339,0.2402095789999999,0.035495695,1.28377676,0.1580201646628742,0.8758008876666666,0.1680865396460636
S4654,Primary,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,92.74509,88.73142,1.055362701,0.179271385,1.138632894,0.187916905,1.055711269,0.059696525,1.201231003,0.152623966,0.951179624,0.058251139,1.064523458,0.0305677,0.804423153,0.1830502,1.020751198,0.1141564712309252,1.0480956833333333,0.1752276746620314
S4930,Primary,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,89.89763,81.60442,1.259247303,0.2127829789999999,1.021317244,0.176271409,1.04935956,0.045164984,1.258923769,0.159197405,1.027357101,0.050764084,1.009926081,0.029595155,0.983932495,0.221915007,1.111987988,0.1289618343492804,1.088057836,0.1876714271640636
S5018,Primary,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,70.56743,0.4675207,1.285874486,0.219909206,1.003628612,0.156631336,1.145702958,0.052750912,1.249580145,0.189110458,0.72207588,0.028353786,1.028610945,0.029382242,1.040800214,0.309157372,1.0512177746666669,0.131588569388221,1.0980029903333333,0.2279432834457298
S5232,Primary,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,73.05931,0.3185096,1.711639404,0.3061817289999999,1.734598637,0.272833198,1.310984373,0.065078154,1.333598375,0.178409487,1.173419952,0.050223999,1.120560169,0.03185536,0.3871261479999999,0.063329652,1.3986812429999995,0.1830344843438244,1.1517743866666663,0.1917277095300794
S5427,Primary,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,91.71983,88.84021,1.129903197,0.2024279389999999,1.1214112040000002,0.1803158819999999,0.967466772,0.03844453,1.000028372,0.224324033,0.986545444,0.040421292,0.965364695,0.034023907,0.89246428,0.178500637,1.0279718043333332,0.1212283427004013,1.0046346186666668,0.1955313840898085
S5499,Primary,NC12CC3CC(CC(C3)C1)C2,93.43353,89.46808,1.078672886,0.20141679,1.0854104759999998,0.175451338,1.1030194759999998,0.064971417,0.957907915,0.319156021,0.905091405,0.036579698,1.019973755,0.031190416,0.731132925,0.184141234,1.0289279223333332,0.1240001110572932,0.9248171053333332,0.2356209751596728
S5611,Primary,N#Cc1ncccn1,91.54453,89.69371,1.315433979,0.219977006,0.935600042,0.154663101,1.003842235,0.039838679,1.067532063,0.250543743,1.021540642,0.046351429,1.031530857,0.035559408,0.906567514,0.261124581,1.1136056186666667,0.1318148429724198,0.969899873,0.2272142078669464
S5902,Primary,BrC1C(Br)C(Br)C(Br)C(Br)C1Br,74.99057,78.27804,1.00760591,0.171045914,1.088549495,0.172400713,0.954978824,0.044141762,1.232018471,0.179854065,0.796462178,0.058611486,0.984113812,0.03213137,0.247248262,0.083992645,0.919682304,0.1074562021471821,0.8559387426666666,0.1517939996113467
S7004,Primary,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,71.43275,0.5441433,1.373787284,0.234696791,0.988266945,0.155118853,0.798491478,0.038747624,1.016727209,0.21781756,0.5077939029999999,0.126367003,1.0343457459999998,0.0306417789999999,0.532547355,0.127312884,0.893357555,0.1555126806389595,0.8458471696666665,0.1709921230474147
S7061,Primary,CCC(C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,96.54993,87.38131,1.173719525,0.2034199089999999,0.947142839,0.148697272,0.94089663,0.0449546609999999,0.958152056,0.105624728,0.972753286,0.04267421,0.986934483,0.029804366,1.008191109,0.129539728,1.0291231470000002,0.1227757700339895,0.9711620013333334,0.1291614016074848
S7085,Primary,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,95.60055,89.49532,1.211215138,0.204036877,1.151536942,0.186059952,1.041347742,0.054588631,1.341812372,0.105704151,1.085512638,0.042132217,1.03144908,0.035556588,1.066593766,0.154915348,1.1126918393333334,0.124346410643415,1.1866476933333332,0.1525237012432649
S7128,Primary,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,88.36306,88.78592,1.308341622,0.220497116,0.8414685129999999,0.161745891,0.930514932,0.039157517,0.948942602,0.0724248659999999,0.963581562,0.050456882,1.0616736409999998,0.031024355,0.921360493,0.15081194,1.067479372,0.1325370215488043,0.9039238693333332,0.1343519454232867
S7164,Primary,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,94.9229,93.51009,1.444808602,0.2362695189999999,0.994238377,0.164386079,1.033378959,0.041210961,1.539936423,0.2005843219999999,1.070609331,0.052068271,1.083202362,0.030927105,1.002039909,0.225712076,1.1829322973333334,0.1416953701430928,1.1787382363333334,0.1984966787744181
S7342,Primary,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(NC2CCC(O)CC2)n1,92.48763,92.85593,0.765491962,0.144047409,0.484558672,0.0876151769999999,0.926089168,0.041001141,0.982070804,0.0666512029999999,0.788182437,0.066667959,1.007041216,0.0314124229999999,0.6872581240000001,0.08797811,0.8265878556666667,0.094649117552042,0.7179625333333334,0.0813612314337744
S7400,Primary,O=C(COc1ccc(Cl)cc1)NC1CCC(NC(=O)COc2ccc(Cl)cc2)CC1,97.17958,93.29218,0.7841628190000001,0.127626151,1.02400434,0.158931479,0.973406553,0.041107088,1.224799633,0.049466465,1.105130672,0.0870965869999999,0.995554149,0.030035153,1.175152302,0.159731701,0.954233348,0.0923111451739227,1.1413187583333333,0.1331920449089422
S7485,Primary,O=C1/C(=C/c2cccs2)CC/C1=C\c1cccs1,95.12155,90.02573,1.188071489,0.2177475539999999,0.909830987,0.152916208,1.092964888,0.045093294,1.190235376,0.079765819,1.007811904,0.075800858,1.034316421,0.037321229,0.868290424,0.111159228,1.0962827603333334,0.1356382105827723,0.9894522623333332,0.1184656441327977
S7518,Primary,CNC1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)CC1OC.Cl,77.24323,85.58778,1.110881329,0.216508046,0.94928503,0.15748179,0.967601895,0.050804656,1.314903498,0.064254902,1.5614335540000002,0.062153302,1.025743484,0.029159905,0.42581901,0.081125207,1.2133055926666667,0.1333165156104319,0.8966691793333333,0.1087972208950004
S7654,Primary,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,71.76279,81.34212,1.95524776,0.32848534,0.11920651,0.023236448,1.074241519,0.074492395,0.969765306,0.0410245839999999,0.888366818,0.0523165909999999,1.110518456,0.032376785,0.4636311529999999,0.101513669,1.3059520323333331,0.1967983411190356,0.5175343229999999,0.0646219106337556
S7698,Primary,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,89.05546,88.41366,1.410512924,0.234563395,0.9599213,0.162104115,1.051536918,0.04172672,1.384604692,0.054452837,1.037504196,0.04353369,1.081780314,0.031053457,0.970687449,0.265260816,1.1665180126666663,0.1398288091452074,1.105071147,0.182214302459373
S7756,Primary,Cn1cc(CC(N)C(=O)O)c2ccccc21,96.28017,91.33679,1.046135306,0.170250848,0.943455696,0.147664383,1.050756693,0.0562432479999999,1.282212853,0.051428314,1.221635461,0.07414148,1.054440737,0.03457918,0.9597615,0.172322243,1.10617582,0.1120202559761685,1.0618100163333333,0.1343435855312841
S7790,Primary,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCOCC3)c12,95.91824,93.54854,1.008180499,0.165822282,0.90803951,0.152955979,1.072087049,0.063150674,1.327908158,0.079484709,1.146993876,0.048719645,1.001294851,0.031263597,1.150765419,0.1723522689999999,1.075753808,0.1062365923199532,1.1289043623333337,0.1407345670711492
S7819,Primary,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,90.62493,91.46969,1.035351276,0.182316646,1.0999825,0.176334068,1.20404911,0.053167317,1.38105011,0.064225025,1.082610369,0.051472053,1.060222268,0.03014007,0.322895557,0.044875395,1.1073369183333333,0.1136009026456254,0.9346427223333332,0.1114037079725285
S7840,Primary,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,92.41743,90.08817,1.378810883,0.223589733,0.502647698,0.09027493,1.079799891,0.053213675,1.054292679,0.105513588,0.364643335,0.015904605,1.019997001,0.028996544,0.606087565,0.0845356209999999,0.941084703,0.1330125562622102,0.7210093140000001,0.0938597383635004
S7842,Primary,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,74.77553,81.0034,1.422949433,0.231671885,0.520556629,0.360637039,0.917514443,0.040850971,1.291516662,0.057572789,0.53308624,0.02788621,1.065957069,0.030843137,0.8304892779999999,0.14002189,0.9578500386666668,0.1367702511991797,0.8808541896666666,0.2258169093248614
S7846,Primary,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,5.386185,4.8669,0.33086279,0.053626888,0.021154046,0.005310507,0.961058259,0.053164504,0.8828032020000001,0.1052894819999999,1.299891949,0.050890695,1.149292469,0.032672163,0.0995186719999999,0.018914923,0.863937666,0.0525742980289595,0.3344919733333333,0.061838097255444
S8012,Primary,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1.Cl,62.01405,0.9843478,0.586646795,0.102214426,0.725043058,0.11920318,0.846835792,0.038046021,1.145119905,0.0932646019999999,0.493311524,0.019087086,1.0386585,0.030388189,0.911395788,0.129230991,0.6422647036666667,0.0639260130891259,0.9271862503333334,0.1149033407451278
S8113,Primary,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,95.66891,93.17396,0.89692831,0.157280669,0.826904535,0.128343821,1.049274802,0.046755627,1.195552111,0.081388898,0.993134975,0.038506843,0.998409808,0.033975787,1.050688744,0.169518426,0.9797793623333334,0.0973072016092631,1.0243817966666666,0.1314442668460057
S8138,Primary,O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,88.22538,88.56151,1.124019027,0.182003483,0.8730387690000001,0.1360355909999999,0.938437998,0.0501648259999999,1.211554408,0.068111323,0.908685744,0.035746459,1.001288891,0.032556899,0.9764961,0.124819368,0.990380923,0.1109347960482196,1.020363092333333,0.113614419518312
S8229,Primary,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,52.27901,61.41356,2.661367893,0.499022037,0.596756697,0.09754058,1.262504935,0.050213922,1.044747472,0.149127096,1.265569687,0.0501442659999999,1.054464102,0.030522186,0.139446303,0.019832822,1.7298141716666666,0.29100909423758,0.5936501573333334,0.1035155323878391
S8527,Primary,Cc1ccc(NCCN(C)CCNc2ccnc3cc(Cl)ccc23)c2c(=O)c3ccccc3sc12,89.74493,89.36912,1.448064804,0.248035088,1.023840785,0.1830379369999999,1.054272413,0.041846514,1.296046972,0.076727197,1.044634223,0.045394856,1.067379117,0.0329832289999999,0.7920258640000001,0.1953609589999999,1.1823238133333334,0.147572839150006,1.0373045403333334,0.1607854195733062
